danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,mood
0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,Sad
0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,Calm
0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,Energetic
0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,Energetic
0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,Energetic
0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,Calm
0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,Calm
0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,Happy
0.213,0.742,0.233,0.881,0.149,0.0378,-14.347,0.0289,94.94,Calm
0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,Energetic
0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,Calm
0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,Calm
0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,Sad
0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,Sad
0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,Sad
0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,Energetic
0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,Calm
0.591,0.0484,0.759,1.23E-06,0.108,0.235,-3.785,0.0404,130.043,Happy
0.412,0.00214,0.844,0,0.134,0.459,-5.613,0.037,174.452,Happy
0.516,0.84,0.177,0.817,0.135,0.132,-20.473,0.0312,94.994,Calm
0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,Sad
0.631,0.0149,0.862,6.23E-05,0.103,0.438,-4.114,0.0515,145.01,Happy
0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,Sad
0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,Energetic
0.445,0.319,0.591,0.766,0.107,0.0774,-9.004,0.0316,137.864,Sad
0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,Calm
0.686,0.0534,0.775,9.39E-06,0.44,0.454,-7.247,0.185,126.013,Happy
0.621,0.17,0.901,0,0.0875,0.744,-5.396,0.0302,113.967,Happy
0.291,0.781,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,Sad
0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,Energetic
0.518,0.158,0.761,0.00765,0.0715,0.576,-7.025,0.0452,118.738,Happy
0.634,0.819,0.193,0,0.113,0.159,-9.503,0.0277,95.004,Sad
0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.396,Sad
0.561,0.795,0.314,0.876,0.115,0.0883,-16.989,0.0281,95.931,Calm
0.725,0.668,0.258,2.63E-05,0.0955,0.173,-14.065,0.255,127.876,Sad
0.235,0.926,0.233,0.89,0.069,0.164,-21.173,0.0712,66.866,Calm
0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,Sad
0.763,0.548,0.372,0.000638,0.116,0.76,-7.07,0.0683,85.01,Sad
0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,Sad
0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,Sad
0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,Calm
0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,Sad
0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,Sad
0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,Calm
0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,Calm
0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,Sad
0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,Calm
0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.537,Sad
0.642,0.786,0.374,0,0.0906,0.0799,-9.386,0.0545,124.099,Sad
0.561,0.913,0.0848,2.62E-05,0.112,0.206,-15.099,0.0404,102.128,Sad
0.377,0.994,0.0156,0.881,0.0991,0.0804,-28.435,0.0397,140.179,Calm
